Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1670.4196587047052,172.98805453882596,RL,154.0181834156682,19393.3829367244,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,10.007510567914494,11.465857477589347,3905.1639416714384,3974.800535844168,Gable,CompShg,VinylSd,Plywood,BrkFace,-155.14986481562408,TA,TA,CBlock,TA,TA,Gd,ALQ,336.3180562134388,Unf,-291.7372294630252,108.25054016593549,2338.8386861101,GasA,TA,Y,SBrkr,2386.7056767392087,893.8287462333255,36.21353499305904,2792.7129974264935,1.043111579262407,0.4473865057852322,2.9511423768114375,1.0624793495500946,5.698398738651013,2.3551220448162278,TA,15.73803872256773,Typ,0.9381095695648569,Gd,Attchd,3949.761397183977,Fin,3.564482877162188,1069.9395588995167,TA,TA,Y,46.40007766469856,118.98284137643469,87.81045282738253,108.01845403170736,92.5476151241609,-19.798174054567685,Ex,MnPrv,Othr,674.7417266548454,14.733340903227116,4015.1802223045815,New,Normal,302725.7347519204
1402.7063866878395,152.9070532952652,RL,96.7305922770663,23150.61611181354,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,14.168409180508373,10.083590191238935,3926.4437141491785,3981.263167149576,Gable,CompShg,HdBoard,AsbShng,BrkFace,124.20045495151119,Gd,TA,CBlock,TA,TA,No,GLQ,398.46328947087795,Unf,352.8272917578326,323.2836503482773,1311.6891442797391,GasA,Ex,Y,SBrkr,2461.4067129192617,27.796169506573847,55.54147221103477,2749.9053468859456,1.1915905730766014,-0.10104768186389274,2.8519297884914834,0.9268048046680334,5.4913808808873075,2.1657354623730827,TA,14.24002804483506,Typ,1.0436920337949591,Gd,Attchd,3955.6476912917924,Unf,2.925215049042324,1143.4098318919112,TA,TA,Y,252.52951323907178,119.43220977533463,90.60635243973843,7.802002711389071,81.42959747862959,-40.224754113799406,Gd,GdWo,Gar2,319.08078991502816,15.13673976379288,4014.2627411888593,WD,Normal,369607.34748062247
1734.0719706167283,116.31691924414072,RL,131.36639940980655,11118.679810972484,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,12.418088625576482,11.900871933253237,3968.2082137795787,3981.9265018315737,Hip,CompShg,BrkFace,BrkFace,BrkFace,183.09882176773067,TA,TA,CBlock,Gd,Fa,No,Unf,1060.196228879252,Unf,160.2017008411165,1928.2532076067025,2533.0812128660455,GasA,Ex,Y,SBrkr,2798.406387736731,709.1552055989272,31.814383657339178,3624.6877838088435,1.2191802312781665,0.45719312362714815,3.1110733549763765,0.678660510989723,6.29621681258895,2.313612906911184,TA,12.291762836908605,Typ,0.4491925321980361,Po,Detchd,3944.033213551129,RFn,2.9242630164610133,936.4873340568272,TA,TA,Y,14.88999433002732,102.67217987032626,13.648507568679285,91.50311235843223,38.1410868790239,28.041399017218993,Gd,MnPrv,Shed,161.51167363532898,15.654858233002313,4017.8263327886752,New,Normal,491149.47864649276
2103.1246320292225,86.42872545410363,RL,147.41223372579987,10893.900453002027,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,11.650847379678957,11.947741362489232,3960.715838847304,3940.642452791136,Gable,CompShg,HdBoard,Plywood,BrkFace,224.4681027282317,TA,TA,CBlock,TA,TA,No,Unf,1367.3237715354962,Unf,105.0194065433391,1141.8226201904902,1482.6929479676114,GasA,Ex,Y,SBrkr,2194.9778668413687,341.4496151723347,-4.042545553496426,2702.4282970245667,1.444726810188198,-0.30239825435177414,3.069411524517457,0.6819788725014552,4.311918641361695,2.13197192197564,TA,12.593095616495708,Typ,0.057542265567173345,Ex,Detchd,3995.4966982789156,Unf,3.4885809022487764,1047.3218299653136,TA,TA,Y,438.46398701957145,4.272329143316554,27.198178428663745,3.1267994222243503,14.996790673018952,-79.93086299917086,Fa,MnPrv,Shed,597.6228660877138,12.454210678012366,4016.279220366367,WD,Abnorml,396806.0866984103
1362.278593489147,143.32976539499043,RM,144.56429233252751,7174.245064711908,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,11.675871623585014,9.753955882045345,3941.283465580311,3986.7451095494253,Gable,CompShg,MetalSd,VinylSd,Stone,96.06177202042429,TA,TA,PConc,Gd,TA,Av,BLQ,1360.3176462437907,Unf,25.025629280430195,636.9762300044508,1941.3581259495227,GasA,Gd,Y,SBrkr,2536.1349161185817,582.9713346545016,6.535823783392066,2293.416479315194,0.8336502378305615,0.44854539663280835,3.2816281010224646,1.4305461572361051,5.569552327002784,2.2180467109025024,TA,12.586732808366744,Typ,1.307618555256469,Gd,Attchd,3946.7615759097494,Unf,3.0532986199530363,641.6916490671922,TA,TA,Y,275.931561151237,-82.60315673557432,28.065750113253713,-24.04743749543759,-141.83268001273996,40.54180267549317,Gd,MnWw,Shed,-76.36976505986243,10.283503887966667,4014.330707747566,WD,Normal,523134.89641638054
1362.2855153870623,130.43917702900478,FV,205.49957078614668,5060.926306701032,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,SLvl,9.41158520085531,9.519278593339017,3908.176786609064,3975.9902409614574,Gable,CompShg,MetalSd,CmentBd,BrkFace,438.0392251161977,Gd,TA,PConc,Gd,TA,No,Unf,429.854644487443,Unf,158.48038131450608,1436.1449967543315,1935.7508265634801,GasA,Gd,Y,SBrkr,3022.511596739729,412.9266345227722,-29.720512633650152,3421.7046205106726,0.38371528702011787,-0.49521234637471434,3.0194237070565313,0.7203779226804485,6.098242673774444,2.3111982446494697,TA,13.06568202126854,Min1,1.3078796651260889,Gd,Attchd,4008.4291688112044,Fin,2.2885324277698196,1571.3445912217617,TA,TA,Y,110.17800431861366,97.00418398009442,60.701858369674895,-2.4840840367596835,-6.0436863442435715,-11.271650584673452,Gd,MnPrv,Shed,729.3244119511016,7.6324149277146205,4017.6325560528862,WD,Partial,250926.79404877918
2126.811929941476,151.66170490490606,RL,148.59472350339306,8883.635115731211,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,OldTown,Norm,Norm,1Fam,1Story,13.019212605331877,11.150538391160858,3921.9209249192,3956.6162771358736,Gable,CompShg,VinylSd,VinylSd,BrkFace,-63.34874286380534,Gd,Gd,CBlock,TA,TA,No,Unf,1338.5025073915915,Unf,165.9174969285574,1476.0675325390948,1868.5521399108457,GasA,Ex,N,SBrkr,2546.41111682752,345.47432092907763,22.779310937204485,2961.720423791146,0.8097225812695242,0.03891677609989791,2.8912270087363585,0.5884012610695184,5.939141110215964,2.513377440960335,TA,11.500349435879569,Typ,1.6265816645611573,Gd,Attchd,3958.6731352223205,Fin,3.951671587357918,1040.0617705144746,TA,TA,Y,235.59819330557775,-28.186501570723777,38.72926384170595,39.083133058959284,91.50011343884852,-12.13565380057149,Gd,MnPrv,Shed,-241.5804356098876,9.713019683352371,4014.108378051883,WD,Normal,239325.98906613432
1784.558163348137,140.66265043825985,FV,115.71670008371628,22625.293691576888,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,12.560777750346537,13.144579057117424,3926.927735183466,3954.2543276767415,Hip,CompShg,HdBoard,Plywood,BrkFace,1.2697165372486268,Gd,TA,PConc,TA,TA,No,Rec,77.1262630232543,Unf,157.83950230830186,545.6110735344411,2086.4300539517276,GasA,Ex,Y,FuseA,2775.338582771893,1438.1760586427386,-65.33942815668827,3660.483812281691,0.5043184164400463,0.4037501039043919,3.558871957622936,0.3950988720234709,5.334099560548328,2.3299316966555086,TA,12.903420651809682,Typ,1.7514550108692621,Gd,Detchd,3951.2267944147375,Fin,4.181363741139636,1112.9902124995076,TA,TA,Y,61.826237891441494,114.38403274970425,19.050048104540213,24.974211135643845,14.87780312323083,-37.596302443938626,Gd,MnWw,Shed,103.48611831007673,12.96017700536371,4016.447556935971,WD,Normal,460513.7874626063
1263.0648997475307,158.19119969405725,RL,137.78159119215724,12122.507443938513,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,PosN,Norm,1Fam,1Story,11.93021798417848,13.042157527607777,3950.9016496414697,3962.834845074882,Gable,CompShg,Wd Sdng,VinylSd,BrkFace,295.4838499840621,TA,TA,PConc,Gd,TA,No,ALQ,794.744256795141,Unf,265.38649143873374,899.0340577755466,2456.4174768122166,GasA,TA,Y,SBrkr,2085.3265054031876,1034.714357429148,63.522969787058756,3468.647654321013,0.5382633291190912,0.20703600728885702,3.4622695123033536,0.9782403128110049,5.342336299762701,2.1919125922333027,TA,15.25927593425773,Typ,1.4789674575016802,Gd,Attchd,3944.5581419282335,Unf,3.346974375392819,1145.7077091331942,TA,TA,Y,-6.373443828843108,222.42982109540725,-5.936069446338493,15.837515022206183,55.31773262725875,-52.22604814917821,Ex,MnPrv,Shed,-377.64119262259874,7.147636709405787,4018.8426300668957,Con,Normal,370107.30718526593
1689.748745059441,91.15376548294026,RL,96.9642154374846,26160.17820497611,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,2fmCon,1.5Fin,13.966770763952173,11.777640930114503,3993.993124206321,3942.918456391111,Gable,CompShg,Stucco,HdBoard,Stone,-2.9645620932967347,Gd,TA,BrkTil,Gd,TA,Av,Unf,1109.4112827176498,Unf,302.05084366621367,1521.6649138010443,2096.959033145505,GasA,Ex,N,SBrkr,2046.7727670701386,47.98265857327101,-34.82350135261749,2112.2309042985844,1.7093663919552964,-0.23794520141874545,3.1122731603526224,0.5082066954463487,6.991819725399543,1.79602181074835,TA,15.187068372072222,Typ,1.299949767483399,Gd,Attchd,3967.441497279126,Fin,3.9977050010699853,916.2037529876923,Po,TA,Y,298.3836974732064,115.26619001191749,0.08652003751006987,5.0214101944736775,4.250607357720131,3.1817199921355854,Ex,MnWw,Shed,-482.67912841863233,13.122497958911705,4015.4572702427045,WD,Normal,398966.4883294017
